Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
TV,105852,10,Promoter,I love all there product's and service is outstanding. If we do have a problem they are quick to fix it.
TV,105854,0,Detractor,They are a horrible company with terrible customer service reps. You call for help they are so rude. The wireless company are crooks!
TV,105862,10,Promoter,have had good service
TV,105864,8,Passive, 
TV,105867,3,Detractor,when calling for tech help they didn't speak or understand english very well & knew nothing about fixing problems. When they tried to fix 1 problem they messed up other services. Don't have too much faith in their tech dept.
TV,105868,9,Promoter, 
TV,105870,9,Promoter, 
TV,105871,5,Detractor, 
TV,105873,5,Detractor,I just got att
TV,105875,8,Passive,Few problems.  Do not have many choices where we live.
TV,105876,10,Promoter,love it
TV,105881,8,Passive,They are more combined.  Before direct merged with AT&T the overall costs was less
TV,105885,2,Detractor,Don't like them poor service
TV,105887,1,Detractor,because the tv service is too expensive and I don't get to choose exactly which channels that I want -- I probably only watch approx 25 channels;  but I have to pay for over a 100 -- totally stupid
TV,105889,10,Promoter, 
TV,105895,7,Passive,because i dont like dish
TV,105897,10,Promoter,I have been a happy customer of them for over 10 years now.
TV,105900,8,Passive,everyone i know already has comcast
TV,105901,6,Detractor,Too costly
TV,105905,6,Detractor,they do not have the best service and if you  call or go to their office they do not have very good customer service
TV,105906,8,Passive,It is my provider for a long time
TV,105907,0,Detractor,I don't recommend
TV,105909,9,Promoter,"Their customer service is excellent, the range of television programs is wide, the phone service allows me to talk to my son in Canada at no charge, it's not cheap but for all I get it's not unreasonable"
TV,105913,0,Detractor,I am going to comcast
TV,105914,10,Promoter,good service
TV,105918,7,Passive,"Excellent product, but their customer service has taken a dive"
TV,105919,6,Detractor,The service is way too expensive and the service is not dependable...
TV,105923,8,Passive,better than most
TV,105925,0,Detractor,don't recommend
TV,105929,8,Passive,they do a good job
TV,105931,8,Passive, 
TV,105939,0,Detractor,sorry reception.  Server goes out to often based on weather.
TV,105941,9,Promoter,They have good customer service.
TV,105944,10,Promoter, 
TV,105947,7,Passive,I like them
TV,105950,7,Passive,"For the most part, it is really good service.  There are some problems from time to time, though."
TV,105958,7,Passive,because they deserve an 8
TV,105959,6,Detractor, 
TV,105962,7,Passive, 
TV,105966,0,Detractor,rates keep going up every year
TV,105970,10,Promoter,They've been the best we could have subscribed to...
TV,105977,7,Passive,They are O.K. But the monthly bill is too high.
TV,105980,5,Detractor,They are not that reliable
TV,105984,3,Detractor,Does not do what it claims it will.
TV,105987,8,Passive, 
TV,105988,7,Passive,no problems with service
TV,105989,10,Promoter,reliability
TV,105995,10,Promoter,Good service
TV,105997,6,Detractor,price is high for what we get but we don't have any other reliable choice
TV,105998,10,Promoter,"AT&T has great customer service, wide coverage area and no dropped calls"
TV,106001,4,Detractor,They are growing more but only for business people the TV programing is getting worse when you call and ask about it they tell you that is not there problem it the people ho own that station so I keep paying 164.06 a month and can not recall a good movie
TV,106002,8,Passive,experience
TV,106003,7,Passive,customer service has fallen badly
TV,106007,8,Passive,dig it
TV,106008,10,Promoter, 
TV,106009,9,Promoter, 
TV,106012,8,Passive, 
TV,106013,9,Promoter, 
TV,106015,10,Promoter, 
TV,106018,9,Promoter, 
TV,106019,5,Detractor, 
TV,106020,0,Detractor,Horrible service
TV,106021,7,Passive,no problems
TV,106024,7,Passive,good service with few outages but expensive
TV,106025,8,Passive, 
TV,106026,10,Promoter,Good service
TV,106032,9,Promoter,They supply the type of support and upgrading I need
TV,106038,1,Detractor,"awful customer service, expensive TV packages"
TV,106039,10,Promoter,they are a great serivce.
TV,106042,5,Detractor,too expensive - no discounts for seniors on limited incomes!
TV,106050,3,Detractor,prices always going up
TV,106052,9,Promoter, 
TV,106054,4,Detractor,They have horrible prices
TV,106056,9,Promoter,reliable service without interruptions.
TV,106059,9,Promoter,Overall good service
TV,106062,0,Detractor, 
TV,106064,8,Passive,"They are much more reliable and consistent than Time Warner was. I haven't really had any problems. However, like all cable services, the charges are too high."
TV,106065,3,Detractor,"bad cell service,slow internet"
TV,106066,0,Detractor,Poor Everything..................
TV,106069,6,Detractor,"good service, too many unnecessary shows on"
TV,106071,8,Passive, 
TV,106072,10,Promoter,I am happy with my service
TV,106073,3,Detractor,Poor reliability and customer service
TV,106076,8,Passive, 
TV,106078,4,Detractor, 
TV,106079,9,Promoter, 
TV,106082,5,Detractor, 
TV,106084,1,Detractor,There are no other services that compare to Cox
TV,106085,9,Promoter, 
TV,106089,7,Passive,"Its good, but not cheap"
TV,106091,3,Detractor,I don't particularly like the price of the service but it is the best available in my area.
TV,106092,6,Detractor,I have been satisfied with the services.
TV,106104,3,Detractor,bad customer service and value
TV,106106,10,Promoter,I've never had any problems.
TV,106109,8,Passive,"their customer service is good, the cable connection and the internet service are reliable."
TV,106112,7,Passive,"they are okay, but cable is expensive"
TV,106116,5,Detractor, 
TV,106122,9,Promoter,14 years of good service
TV,106125,8,Passive,awesome
TV,106129,10,Promoter,I like the service & the price is good
TV,106138,10,Promoter,poiuytrewasdfghjk ljhgfdsasjk mbvcxzxcvbnm ouytrertyuio hgfdsdfghjk oiuytrrtyuio bvcxzxcvbnmkjhgfddfghj trewwertyuiiyt
TV,106139,2,Detractor,The price just keeps going up with no warning.
TV,106140,8,Passive,large number of packages; good service; reliable
TV,106142,0,Detractor,"As a matter of principle, I never make product or service recommendations to anyone for any reason."
TV,106148,10,Promoter, 
TV,106151,4,Detractor,"I feel  the prices are high for what you get, not good enough deals for people who have been members for a while,"
TV,106154,7,Passive,inconsistent TV viewing
TV,106159,9,Promoter,no problems
TV,106160,8,Passive, 
TV,106165,9,Promoter, 
TV,106169,10,Promoter,excellent service and great quality of content
TV,106176,5,Detractor, 
TV,106178,8,Passive,reliable but pricey
TV,106183,4,Detractor,it's okay but very overpriced for what you get
TV,106186,10,Promoter,because it has the better price to have
TV,106191,10,Promoter, 
TV,106192,5,Detractor,Prices have dramatically increased.
TV,106197,9,Promoter,"We haven't had many problems with this, no outages, strange pictures, etc so it's pretty reliable and that's the most important thing."
TV,106205,6,Detractor, 
TV,106206,10,Promoter,have never had any problems with them
TV,106207,9,Promoter, 
TV,106208,6,Detractor,We have had issues with comcast.
TV,106210,10,Promoter,"more channels, best service"
TV,106211,4,Detractor,Expensive for snotty service and poor channel selection
TV,106212,10,Promoter,Very good service and customer service.
TV,106215,10,Promoter,they are a reliable company
TV,106216,7,Passive, 
TV,106223,8,Passive,"I like dish, but I'm dissappointed that we lose channel 43"
TV,106224,9,Promoter,good  survey
TV,106226,10,Promoter,I have used AT&T for a while now and if I have any issues they above and beyond to fix the problems I may have
TV,106228,10,Promoter,Great service
TV,106230,10,Promoter, 
TV,106237,4,Detractor,Servic sketchy at times
TV,106238,5,Detractor, 
TV,106240,6,Detractor,Service could be better.  Sometimes my box doesn't have the best service.
TV,106241,10,Promoter, 
TV,106244,10,Promoter, 
TV,106248,8,Passive,"I cannot give a 10 because when I signed up, they promised a station comparable to NY1 and didn't deliver."
TV,106249,10,Promoter,"They are easy to work with and solve problems quickly.  And they reach out to ME to give me better deals.  I went through a phase where I needed to text a lot, and my bill went through the roof because I was paying for each text.  THEY called ME and changed my plan. I didn't have to do a thing, and I'm saving money.  Verizon will have my loyalty forever."
TV,106251,9,Promoter, 
TV,106256,7,Passive,tv has too many channels that i pay for and do not watch
TV,106262,10,Promoter,its good performance
TV,106265,10,Promoter, 
TV,106275,7,Passive,I think there response is great when there is a problem. But not for getting set up or a decent price and reducing the price
TV,106277,10,Promoter,service
TV,106278,8,Passive, 
TV,106279,7,Passive,RELIABLE
TV,106284,7,Passive,good
TV,106289,8,Passive,Everything is good except it is a little pricey
TV,106291,4,Detractor,too expensive for service
TV,106293,10,Promoter,They have consistency.
TV,106294,10,Promoter,Because they are cheaper than their competitors
TV,106304,8,Passive,it is ok
TV,106306,5,Detractor,I do not recommend products
TV,106307,8,Passive,i've been with att for many years with no problems what so ever
TV,106309,8,Passive, 
TV,106313,9,Promoter, 
TV,106315,6,Detractor,its okay service. a little too expensive
TV,106325,8,Passive,good service
TV,106329,7,Passive,too expensive
TV,106331,10,Promoter,"Because the service is outstanding and I've not had any technical problems at all; in fact, they just updated my tv, and I get much better reception now with the new equipment they used, plus because I called customer service to get info re paying my bill online, they even gave me about 5 movie channels free for 2 months.  Yay!"
TV,106342,6,Detractor,is ok
TV,106346,10,Promoter,good dependable service
TV,106348,10,Promoter,DIRECTV offers great entertainment at a reasonable price.
TV,106351,8,Passive,reliable
TV,106352,5,Detractor, 
TV,106354,10,Promoter,only game in town
TV,106355,0,Detractor,too expensive and nothing new is ever on. they show the same thing over and over.
TV,106356,9,Promoter,They have provided me with consistent good service and works with me to find the best deal.
TV,106357,7,Passive,Have had lots of issues with their internet service
TV,106358,5,Detractor, 
TV,106359,8,Passive,I love time warner cable and the great service they provide.
TV,106360,6,Detractor,It's okay but I have had some bad customer service.
TV,106363,10,Promoter,"Great service, product and highly reliable. The best."
TV,106369,9,Promoter,Because is good
TV,106376,7,Passive,"They are pretty good, but I don't like that it would cost me more to drop my landline.  And, since they went digital, there seem to be more interuptions.  Not long ones, just little short ones."
TV,106377,5,Detractor,Rates
TV,106385,8,Passive,Contrary to public opinion I have found them very responsive and service oriented.  When we moved a few months ago it was rough keeping service established because of the reception in our new area but the company has responded at their expense to each of our problems.  I enjoy the X1 platform. I also like the Comcast app with my iPhone.
TV,106388,5,Detractor, 
TV,106391,6,Detractor,"Of the paid services we have had, we like xfinity the best. We have very few issues with speed or connectivity. however, for television, there are cheaper options out there if you don't need to watch everything right when it airs."
TV,106394,8,Passive, 
TV,106401,8,Passive,Verizon is pretty good
TV,106404,9,Promoter,Good quality. No interruptions
TV,106405,10,Promoter,We have had a good experience with Dish
TV,106406,10,Promoter,they're reliable.
TV,106407,10,Promoter,because it is excellent
TV,106409,8,Passive,I have had problems exchanging a broken receiver for a new one.
TV,106410,10,Promoter, 
TV,106411,5,Detractor,too expensive
TV,106414,8,Passive,i have not had any problems with this service
TV,106426,4,Detractor,Bad experience with Att and have poor service from directv
TV,106428,6,Detractor,"My internet is not as fast as it could be for what I pay, & now that ATT took over DTV, they only think of profits, not the customer."
TV,106429,8,Passive,"good internet, good tv channel selection. service on internet and tv very good although there are problems from time to time on tv. i have internet issues but unsure whether they come from time warner or flash."
TV,106433,2,Detractor,My digital cable service has alot of problems lately.
TV,106437,7,Passive,Kind of expense for tv servic but have no choice in the country
TV,106438,7,Passive,Expensive and raise rates
TV,106439,9,Promoter,I just switched back to Brighthouse from AT&T because Brighthouse has always provided good service in the past and for the second time I realized AT&T wasn't the provider for me because of their practices regarding rates.
TV,106441,8,Passive,Reliable
TV,106442,6,Detractor,3 years of experience and value provided
TV,106445,6,Detractor, 
TV,106447,8,Passive,It goes down
TV,106451,4,Detractor,"Internet speed isn't accurate as advertised,  it's very slow. Very poor customer service."
TV,106452,8,Passive,They are ok but wish there was no contract
TV,106456,3,Detractor, 
TV,106458,5,Detractor, 
TV,106460,8,Passive,Sometimes the signal is lost and I have to call Comcast for them to send the signal to the cable box.
TV,106461,7,Passive, 
TV,106462,7,Passive, 
TV,106463,8,Passive, 
TV,106467,10,Promoter,We love it.  We've had few problems and when we do ATT is very responsive to our problems.
TV,106468,4,Detractor, 
TV,106473,6,Detractor, 
TV,106475,6,Detractor,"it's ok, nothing special"
TV,106477,9,Promoter,I'm pretty satisfied with Charter.  I just wish I could pick which channels I watch and pay for them and not an entire bundle.  I pay for many channels I don't watch.
TV,106479,5,Detractor,"the cost is way too high, keep going up every year"
TV,106480,9,Promoter,tyuyuyyyu  yuyuyyuy
TV,106484,9,Promoter,for tv service I would definitely recommend direct tv for their customer service and prompt response.
TV,106486,10,Promoter,great value and functionality
TV,106487,9,Promoter,good co
TV,106490,5,Detractor,price and no option for other carriers
TV,106492,4,Detractor,too much bill stuffing
TV,106493,10,Promoter, 
TV,106494,10,Promoter, 
TV,106506,10,Promoter,"I have it they have good prices, good tech service, good customer service"
TV,106517,7,Passive, 
TV,106519,8,Passive, 
TV,106523,8,Passive,seems to be good at providing the service
TV,106528,5,Detractor, 
TV,106529,10,Promoter,good service
TV,106531,8,Passive, 
TV,106534,5,Detractor, 
TV,106538,10,Promoter,I have been a customer for 6 years and really like my service
TV,106550,8,Passive,they are easy to do business with
TV,106561,7,Passive,It is not a bad company
TV,106566,7,Passive, 
TV,106567,8,Passive, 
TV,106568,5,Detractor,"Time Warner does not reward loyalty.  It gives deep discounts to new customers, but continues to go up each year on loyal customers."
TV,106569,9,Promoter, 
TV,106571,10,Promoter,very excellent
TV,106574,8,Passive,"I do not normally recommend this type of service - I will however answer any questions, but believe it is a personal choice"
TV,106576,9,Promoter,"Reliable service, competitive pricing."
TV,106577,9,Promoter, 
TV,106579,10,Promoter,we have had no problems with them
TV,106580,10,Promoter,been with them for a long time never had any problems
TV,106582,8,Passive,rates keep going up and they show boring movies
TV,106583,8,Passive,"Good channel viewing, but is sometimes watching and the channel leaves for a moment and then come right back on"
TV,106584,9,Promoter,"It provides good, reliable service."
TV,106585,8,Passive,"Good service, good customer service, high price"
TV,106586,10,Promoter,good service and low prices
TV,106595,1,Detractor,Terrible service -  Service people don't show up when they are supposed to.  I worked with there tech last week for 4 hours and they could not solve the problem.
TV,106596,4,Detractor,"Their prices keep rising a few times in a year. For what we are getting, it's hardly worth it."
TV,106597,10,Promoter,"We have never had a problem with Comcast. The television always operates well, and I have only had to do a reset of the Wi-Fi modem once in the five months that we have had Internet service."
TV,106599,5,Detractor, 
TV,106601,9,Promoter,Is a great company
TV,106603,10,Promoter,excellent service
TV,106604,9,Promoter, 
TV,106606,8,Passive,it's my opinion
TV,106608,10,Promoter,no issues
TV,106609,8,Passive, 
TV,106611,8,Passive, 
TV,106614,10,Promoter,Service
TV,106615,9,Promoter,Reliability
TV,106619,0,Detractor,bad customer service
TV,106620,8,Passive,have had no trouble with their service in over 5 years
TV,106624,10,Promoter,services excellent
TV,106630,8,Passive,don't recommend cable companies
TV,106631,8,Passive, 
TV,106638,9,Promoter,Great servIce
TV,106640,8,Passive,Do not know enough about them yet since the switch
TV,106645,10,Promoter,i like them
TV,106646,9,Promoter, 
TV,106649,5,Detractor,I like it
TV,106653,0,Detractor,They are not reliable
TV,106655,8,Passive,"I am happy with their service. My satellite dish gets good reception, and their price isn't bad either."
TV,106657,9,Promoter,"I have had Time-Warner for many years, and have been well pleased with it overall."
TV,106663,8,Passive,"Good customer service, but its expensive."
TV,106669,0,Detractor,"poor service dishonest billing, poor quality reception always during a big sporting event to get you to upgrade - the worse company I have ever dealt with they should be fined!"
TV,106670,10,Promoter,lov this company the bst out there
TV,106672,10,Promoter, 
TV,106673,8,Passive,Service are pretty good
TV,106675,8,Passive, 
TV,106680,9,Promoter,Great service
TV,106681,8,Passive, 
TV,106687,7,Passive,Service is not always the greatest.....
TV,106689,5,Detractor,Hard to deal with
TV,106693,2,Detractor, 
TV,106698,5,Detractor,"We've had a lot of bad customer service in the past and lots of Internet issues, but the person in charge for our area now is super nice."
TV,106702,8,Passive, 
TV,106706,9,Promoter,"reliable service, good customer service"
TV,106707,6,Detractor,There's always something better.
TV,106708,9,Promoter,They have been there when I need them
TV,106715,8,Passive, 
TV,106716,5,Detractor,"Their tv service is not reliable, they charge way to much and the internet speed fluctuates wildly"
TV,106724,5,Detractor,"The charges are way to much for service, nickel and dime. inflexible packages"
TV,106731,10,Promoter,I get more for my money
TV,106733,7,Passive,"called today - pay for internet, phone, tv   - ""You have no internet with us"" But it is working & I pay .... ""You have no..."
TV,106735,7,Passive,"It's ok, but priced a little high."
TV,106738,9,Promoter,always have good service
TV,106741,0,Detractor,Way too expensive.  looking for a different provider
TV,106743,9,Promoter,great service thus far.
TV,106749,9,Promoter,Good service
TV,106756,9,Promoter,current subscriber experience
TV,106757,4,Detractor, 
TV,106758,10,Promoter, 
TV,106760,9,Promoter,They always give good service and no interruptions
TV,106764,8,Passive, 
TV,106766,8,Passive, 
TV,106769,10,Promoter,"great service, good channel package."
TV,106770,7,Passive,they are a good price.. but not as good as comcast on variety
TV,106774,3,Detractor,All are too expensive compared to elsewhere on the planet.
TV,106776,9,Promoter,I seldom discuss my communications provider
TV,106777,4,Detractor,too expensive
TV,106780,7,Passive, 
TV,106781,8,Passive, 
TV,106783,4,Detractor,unreliable service
TV,106786,6,Detractor,"Cable TV is an excellent product, but they are lacking in customer service & are VERY expensive"
TV,106791,10,Promoter,it has worked great for me for many years since 1997
TV,106794,8,Passive,they are the cheapest
TV,106795,8,Passive,have had no problems
TV,106798,0,Detractor,"I never recommend anything to anybody, ever!"
TV,106801,10,Promoter,I presently use them.
TV,106811,8,Passive,none
TV,106813,6,Detractor,Xinifity/Comcast is not the easiest company to deal with on a customer service basis.  They keep on raising prices and taking away service - pathetic....they took away the 'Weather Channel'
TV,106817,9,Promoter,I am pretty happy with them. Very rarely have any problems or interruptions.
TV,106823,2,Detractor,I'm not fond of Dish
TV,106827,0,Detractor,I don't recommend because I am not in a position to do so or I don't want to get involved with others business.
TV,106829,8,Passive,"we have had no problems with the provider, but I know that not everything is perfect, thus the score I selected."
TV,106830,10,Promoter,it offers good service
TV,106834,10,Promoter,I get what I pay for
TV,106835,10,Promoter, 
TV,106837,9,Promoter, 
TV,106839,9,Promoter,good service
TV,106849,10,Promoter,good service
TV,106857,10,Promoter, 
TV,106859,9,Promoter,The internet speed is now faster in my household thanks to time warner cable.
TV,106860,9,Promoter, 
TV,106861,10,Promoter,very good
TV,106865,8,Passive,Have very little trouble with my service.
TV,106867,8,Passive,its the only service i can get in my neighborhood
TV,106870,9,Promoter,GREAT SERVICE
TV,106872,5,Detractor,high pricing
TV,106873,8,Passive,good
TV,106876,8,Passive,Seems to work well most of the time.
TV,106882,9,Promoter, 
TV,106885,10,Promoter,Never have had any problems with this company
TV,106886,8,Passive,Like it
TV,106888,8,Passive,"happy with service, price is fair"
TV,106889,10,Promoter, 
TV,106890,9,Promoter, 
TV,106892,10,Promoter,is a great service
TV,106895,8,Passive,We are happy with the service
TV,106898,3,Detractor,High prices
TV,106900,10,Promoter,excellent very good
TV,106901,7,Passive,hjsldh s usa sahldsah jldsahioslad t jlah ldh ulashjldhfoldsah jlhdsu lasd lhsd du dsh h a hlashudus hsah klhfilfh ;dsh i;fdh i;fsd sdhj lhdsolsd lhdspdh ;fh
TV,106902,6,Detractor,they do ok. still room for improvement
TV,106905,8,Passive, 
TV,106907,10,Promoter,Get a lot of tv choices Internet speed and inexpensive trlephone
TV,106908,0,Detractor,poor service. raises fees frequently
TV,106909,10,Promoter,reliability
TV,106910,7,Passive,It's a good service and has fast internet
TV,106914,10,Promoter, 
TV,106916,10,Promoter,is beautiful
TV,106918,4,Detractor,high price
TV,106921,8,Passive, 
TV,106923,10,Promoter,All my friends and family have ATT :)
TV,106929,7,Passive,Service is not always very good.
TV,106930,10,Promoter,"it's very good , and insteresting"
TV,106937,6,Detractor, 
TV,106938,10,Promoter,i am disabled and comcast always works with me to get a price within my budget
TV,106939,9,Promoter, 
TV,106942,3,Detractor,"freezing, high price"
TV,106944,10,Promoter,THEY ARE GREAT AND HAVE GREAT CUSTOMER SERVICE
TV,106953,7,Passive,Great service but too expensive
TV,106956,10,Promoter, 
TV,106957,9,Promoter,always have had excellent service. .  No complaints
TV,106962,9,Promoter,cool
TV,106970,8,Passive,i enjoy cable
TV,106971,8,Passive,"good company, hardly any outages, fast internet"
TV,106972,10,Promoter,"no major problems but i do hate when the weather is bad we lose our signal i have no choice but to use satelite because we are rural and that is the choice we have, have had to call a couple times and customer service was helpful so really no major complaints"
TV,106983,10,Promoter,We have no problems with it here.  Service is fine...price seems high...but other choice is TWC...YIKES!!!
TV,106985,9,Promoter,"I am pleased with my choice in provider for Telephone, Television and Internet."
TV,106986,8,Passive,Happy with the service so far
TV,106988,9,Promoter,Because it has good customer services and good attention
TV,106989,10,Promoter, 
TV,106992,8,Passive,IT IS A GOOD SERVICE
TV,106995,8,Passive,like their services and pricing
TV,107001,8,Passive, 
TV,107006,6,Detractor, 
TV,107009,2,Detractor,"They keep taking away programming, without reducing the cost."
TV,107010,8,Passive, 
TV,107012,8,Passive, 
TV,107013,9,Promoter,Satisfactory experience
TV,107014,7,Passive, 
TV,107022,0,Detractor,there are terrible
TV,107023,7,Passive,service goes out frequently
TV,107024,9,Promoter,"I always have good service. Also the customer service is amazing. They are really helpful in the store and are always willing to see what price cuts I can get. The Internet is fairly quick, and rarely so we not have Internet."
TV,107025,1,Detractor,"poor service, high prices, rigid choices of channels"
TV,107026,10,Promoter,it has the best service
TV,107033,10,Promoter,quality
TV,107034,8,Passive,alta calidad
TV,107035,6,Detractor,They essentially have a monopoly in my specific location and they're gouging me and others because we have no where else to turn.
TV,107039,10,Promoter,GREAT customer service.
TV,107041,7,Passive,Slow internet and often problems with television reception due to weather.
TV,107043,10,Promoter,ummm
TV,107044,7,Passive,because it helps me and my family
TV,107050,5,Detractor,"good price, not too great choices for what i pay"
TV,107053,8,Passive,i like this the network landline
TV,107054,5,Detractor,good service
TV,107055,9,Promoter,the service is good
TV,107056,8,Passive,don't know
TV,107057,8,Passive, 
TV,107058,4,Detractor,the cost is to high to promote
TV,107063,9,Promoter,comcast is a great company but they are getting a little pricey
TV,107066,8,Passive, 
TV,107071,10,Promoter, 
TV,107074,8,Passive, 
TV,107078,8,Passive,"The service's speeds and reliability are much faster and better than that of previous services I've had, such as AT&T or DirecTV."
TV,107079,10,Promoter,outstanding customer service
TV,107085,7,Passive,cost
TV,107086,9,Promoter,is very good to me
TV,107088,8,Passive,I like them.
TV,107093,9,Promoter, 
TV,107100,10,Promoter,best
TV,107101,6,Detractor,The company is often not attentive and can be a pain. Our bill is always high and often the internet is slow.
TV,107107,10,Promoter,I have never had any problems with my service and I love their program lists.
TV,107108,7,Passive,Past history; fair prices; good programs
TV,107109,9,Promoter,its great
TV,107111,6,Detractor,"I would have given it a higher rating until this weekend when they said my bill was 50% higher than it has been.  I have been emailing, but I will have to call customer service.  This is a real nuisance, and I am very disappointed in them.  I was previously well pleased."
TV,107113,9,Promoter,great prices
TV,107114,8,Passive,good
TV,107115,8,Passive, 
TV,107121,10,Promoter,had it for years no problems
TV,107122,5,Detractor, 
TV,107125,8,Passive,I like our service.
TV,107127,0,Detractor,"Serious issues with their customer service department, chronic billing issues, insincere or dishonest replies. Wait time to speak to an agent in excess of 45-90 minutes. Poor communication, transferred to other department repeatedly. Disconnected frequently. they have never kept their promise on anything.Thier promotions are misleading and false."
TV,107128,9,Promoter,The service is reliable and we've never had any issue with customer service.
TV,107129,7,Passive, 
TV,107135,5,Detractor, 
TV,107137,9,Promoter,they have great service but are a little pricy
TV,107138,9,Promoter,there service is error free and seamless
TV,107139,8,Passive,usually works great
TV,107143,8,Passive,Prices are to high but there is improvement
TV,107144,6,Detractor, 
TV,107145,9,Promoter,We get good service with no outages.
TV,107148,10,Promoter,because that simple
TV,107151,5,Detractor, 
TV,107152,9,Promoter,I have never had a problem with direct. They provide great picture quality and great customer service.
TV,107155,5,Detractor,I don't know I can't remember the question
TV,107159,8,Passive,consistant
TV,107160,9,Promoter, 
TV,107162,10,Promoter,"not pleased with cable TV from years ago and love our current experiences with DISH NETWORK.  Will NEVER, EVER use DirecTV regardless if we are currently using AT&T for home landline.  AT&T keep offering a bundle deal of their product lines and I ALWAYS REFUSE and WILL continue to refuse.  DISH NETWORK has an ""A"" rating and DirecTV has a ""D-F"" rating with BBB."
TV,107163,8,Passive, 
TV,107167,9,Promoter,with so limited a service selection and monopoly like pricing brighthouse has a solid service department
TV,107171,6,Detractor,everyone I know has Verizon already
TV,107175,5,Detractor, 
TV,107180,8,Passive, 
TV,107181,6,Detractor, 
TV,107182,0,Detractor,They are inconsistent and we often have outages.  In addition they are sometimes unresponsive to our customer service calls.
TV,107184,5,Detractor,High cost service is just so so
TV,107191,10,Promoter,We have had good service with them
TV,107193,1,Detractor,Lies about everything
TV,107196,10,Promoter,good service
TV,107202,3,Detractor,poor service
TV,107203,10,Promoter, 
TV,107205,8,Passive,it reliability
TV,107210,8,Passive,good quality picture reception
TV,107212,2,Detractor,Inflexible pricing... bundling options don't equate to very much savings... service so-so.
TV,107214,8,Passive,It seems to be the best fit
TV,107215,9,Promoter,i like ythe price
TV,107217,9,Promoter,great service
TV,107220,9,Promoter,is a good provider
TV,107221,9,Promoter,I have gotten good customer service from TWC
TV,107225,9,Promoter,"I have had relatively few major problems over the years. When I have had issues, they have been resolved within a reasonable amount of time."
TV,107228,0,Detractor,"terrible service, high prices, hard to get through to them, rude service people on phone, promise you service then when technician arrives after you have set aside a day to have an install, the technician tells you he install what the sales department sold you"
TV,107229,9,Promoter,because I like Verizon
TV,107230,9,Promoter,are good but price goes up every year
TV,107232,10,Promoter,Good customer service
TV,107233,9,Promoter,good quality and service
TV,107237,10,Promoter,i am satisfied with their service
TV,107238,5,Detractor, 
TV,107240,8,Passive,"Because, i have years using those services"
TV,107241,10,Promoter,the best service in the market
TV,107247,10,Promoter,i love
TV,107252,8,Passive,Reduced rates the first year and possible reduced rate when contract ends.
TV,107253,0,Detractor,horrible prices and customer service
TV,107255,8,Passive,should extend specials to long time customers without asking
TV,107256,6,Detractor,service is fairly good
TV,107261,0,Detractor,We are without service way to often. When one service goes out they are all out.
TV,107262,10,Promoter,great service good price
TV,107263,8,Passive,history of service
TV,107264,9,Promoter,It is a good survey
TV,107265,9,Promoter,"very reliable, more stations than its competitor"
TV,107267,8,Passive,Not to thrilled with the prices
TV,107270,9,Promoter,"Provides reliable TV service, internet and telephone at a fairly reasonable rate."
TV,107271,9,Promoter,i have no issues and they have great quality
TV,107272,10,Promoter,Never had problem
TV,107273,10,Promoter, 
TV,107280,4,Detractor,prices jump exponentially after starting period
TV,107281,10,Promoter,switched several years ago from Time Warner to FIOS.   Have had no issues
TV,107283,5,Detractor,Only service available in my area
TV,107287,5,Detractor,I do not advise others.
TV,107288,0,Detractor,not handling the transition well.
TV,107292,10,Promoter,service and good product
TV,107293,7,Passive,I do not like the length of contract you have with dish
TV,107294,0,Detractor,pay for all those chanles and watch only about 6
TV,107297,10,Promoter,"Good customer service, quality programming."
TV,107298,6,Detractor,very   good
TV,107300,10,Promoter,quality of service
TV,107306,6,Detractor,I like it so far but I have troubles
TV,107310,8,Passive, 
TV,107312,7,Passive, 
TV,107317,9,Promoter, 
TV,107318,8,Passive, 
TV,107319,6,Detractor,always service is out
TV,107322,8,Passive,It works except expensive
TV,107329,6,Detractor,dont like them
TV,107336,10,Promoter,"i dealt with AT&T for 10 years after being continuously raped by this company finally settled for time warner best decision, automatic payroll deduct, once a month low bill"
TV,107338,10,Promoter,Reliable service
TV,107341,8,Passive, 
TV,107342,4,Detractor, 
TV,107344,9,Promoter, 
TV,107345,9,Promoter,"good product, never any problems"
TV,107346,7,Passive, 
TV,107347,9,Promoter,better than cocmacst
TV,107349,5,Detractor, 
TV,107356,10,Promoter,TWC is the absolute best!!!
TV,107359,8,Passive,I like the service but I feel they overcharge their customers.
TV,107361,7,Passive,This is a really good company but like all of these companies they are always raising your rates.  I don't want to leave COX and right now I am really happy with the service - it really never goes out - but pretty soon I will get my bill and it will be higher again.  That's annoy9ing
TV,107363,2,Detractor,Slow and undependable service on all 3.  Frequent disconnects
TV,107366,5,Detractor,i have a lot of problems with my connection activity
TV,107372,10,Promoter,excellent service
TV,107373,10,Promoter,they arfe a good company and have always been helpful to us when needed
TV,107374,6,Detractor, 
TV,107377,5,Detractor, 
TV,107378,5,Detractor,average service
TV,107380,10,Promoter,great
TV,107384,8,Passive,better than others
TV,107396,9,Promoter,they are better then DirectV and cable
TV,107399,9,Promoter,Great serive but kind of expensive.
TV,107401,7,Passive,Best internet service I ever had - among the worst TV service...
TV,107402,9,Promoter,It is a good deal to do all three together in a bundle
TV,107403,8,Passive, 
