Respondent_Serial,NPS2
197426,They are a really good respectable company i trust
188692,"They are a reputable company and responsive to their clients, most of the time."
205650,They are a solid company
188305,they are a solid company that provides good value for the money.
191893,"They are a solid company, and their prices are among the lowest."
271324,They are a stable well run company that offers many products at good values
192915,They are a top quality company that goes out of their way to take care of their customers.
187874,they are a very trusted company that provides great service and is a leader in the industry.
273146,"They are a well known company,  they also have great customer service.  They company makes me feel secure in knowing they will do their part in a timely matter if I ever need it."
198241,They are above average
219053,They are affordable & when making a claim they are amazing. There has never been any issues and they went above and beyond my expectations
186726,They are affordable and great customer sercive.
189861,They are affordable and have good customer service.  When I requested a quote the whole process was very easy and straightforward.
243418,They are affordable.
295336,"They are all about the same, give me your money and we will figure out how to raise you rates next time your policy comes due."
260112,They are all about the same. Overpriced
185717,"They are all the same, what's the differnece?"
273164,They are always available and show up in time or before and they never leave u waiting
249396,they are always available to speak with and have lower monthly premiums
190385,"They are always there for us, they return calls right away and help in any way they possibly can"
285393,they are amazing
187560,"THEY ARE AMAZING. iF YOU, OR YOUR FAMILY HAS SERVED IN ANY ARMED SERVICE OF THE USA YOU CAN JOIN."
191863,They are an outstanding company from top to bottom
210756,They are awesome
187899,they are cheap
229723,They are cheap
297804,They are cheap and i have never had any issues with them.
277666,They are cheap and no issues with them.
276448,They are cheaper than anywhere else.
220508,They are cheaper than other companies that I have checked with
242769,They are comparably priced and have given me good service
201257,"They are competitively priced on new policies. However, they don't seem to reward loyalty. If they can't show loyalty, then why should I?"
278483,"They are convenient, the rates are good,  and their customer service is great.  Very friendly when you call,  but most everything can be done online."
262457,They are costly but good
254343,THEY ARE EASE TO HANDLE WITH.
186779,They are easy and prices are low
264132,They are easy to contact via internet or phone. Customer Service is excellent and premiums are reasonable and payment dates are very flexible.
242144,"they are easy to deal with , they are very fair and are very affordable"
266592,they are easy to deal with and prices better then most
191343,They are easy to deal with and there premiums aren't  too high.
209213,"They are easy to deal with, very user friendly, convenient and have good rates"
276039,They are easy to do business with and have great rates.
214254,They are easy to do business with and very professional
272177,They are easy to reach and for the most part accommodating
270308,"They are easy to reach to obtain services. Excellent customer service. The claims process was very easy and AAA took care of everything in a timely manner. Also certain things other insurance companies make you do AAA took care of for me, for example obtaining the police report, making contact with the towing company and storage facility. All I had to do was sign and return paperwork which I was able to do by e-mail. It was a very easy experience and not stressful."
263552,They are easy to work with and process claims quickly.
186498,They are easy to work with and their rates are competitive
225462,They are easy to work with; everything is online.
290262,"They are EXCELLENT!!!! They cover EVERYTHING!! Quickly, too!! They go out of their way to make sure you are taken care of PROPERLY....!! GO AMICA, YEA!!!!!!!! :)):)):)):))"
205799,they are extremely competent in processing claims and answering questions
207743,They are fair and great customer service.  Not the least cost though.
221680,THEY ARE FANTASTIC TO WORK WITH
191756,they are fast -- fair and efficient
281830,They are for the customers and they resolve matters
190838,They are friendly and down to earth.
217278,They are friendly and INCREDIBLY affordable.
232323,"They are friendly helpful and if you miss the payment, they don't make you feel bad they work with you to get current."
186154,They are friendly willing work with you
220427,"They are friendly, personably, work hard for me"
187819,They are friendly.
251265,they are going to jack up my rate
190307,they are good
214738,they are good
277694,They are good
188004,They are good a letting you  know ahead of time what the next year premium is going to be. Easy to work with
249318,"They are good but as soon as I have them for 6 months, I'm switching to Nationwide because it's a LOT cheaper"
265578,they are good but can be expensive compare to local insurance company
196584,They are good but can be hard to work with on claims.
193200,"they are good for me, and cheaper.  Just not sure it would be the same for other people"
188082,they are good insurance company
235817,they are great
291371,they are great and cheaper than most
187397,They are great and I have always been well taken care of with USAS
197490,They are great!!!
212335,"They are great, rates are competitive.  Service is awesome"
283415,they are helpful
246813,they are helpful but claim paid less than other
278874,They are increasing rates
218884,They are just amaaaaazing!
194977,"They are just an insurance company, nothing special"
218207,They are lower than many other people around
204315,They are more flexible to work with than other companies. I originally went there after getting dropped by another provider. Their process are good too.
203751,They are more reasonable for rates than anyone else I have had.
204153,They are much better than what I was used to
211835,They are no better or no worse then other insurance companies.  I have never had a claim so I don't know how they are to deal with.
296330,They are no longer offering insurance in this area
222421,They are not responsive or thorough in following through to settle claims.
278417,They are ok
295171,they are ok
276066,"They are OK, not great"
264081,they are ok.  they havnt done anything bad nor have they done anything above and beyound
282851,they are okay
217588,tHEY ARE OKAY. REASONABLE PRICE
202207,they are organized & professional
275306,they are pretty good regarding rates
204697,They are professional and fast in claims.
197557,They are really good at get great insurance
189256,They are really good but I've had some small problems
204154,They are reasonable in rates and have great customer service
198913,they are reliable
277276,They are reliable
220655,They are reliable.
209516,They are responsive to my needs and I have always received consistent and quality service.
256347,They are responsive to questions that may arise and have always been helpful
276827,They are simple the best.... mrver an issue amd always have the answer I seek
213192,"They are simple, responsive, quiet and do not bother me.  They also have the best price."
204657,They are simply among the best
189840,They are so helpful and are with you every step of the way
202565,They are solid financially and don't play games. Very pro active with settling/explaining claims and follow up.
193314,They are the best insurance company that ive ever dealt with
189458,"they are the lowest price I have been able to find, they were easy to deal with and pleasant to talk to,"
187545,They are the most expensive
206324,They are trust worthy
285339,They are very attentive to their customer.
205980,They are very easy to work with and happy to tell you what you want to know.
221073,They are very easy to work with.  They make paying the bill very easy and always check to see if we can get any more discounts.
186296,They are very fast to settle claims and the service is excellent.
210990,They are very good yet I prefer more personalized service.
192622,They are very helpful and the prices are much better than other places.
295764,"They are very professional, helpful and flexible.  They have great rates."
221744,They are very reasonable and have always been easy to deal with whenever we have a claim.
256715,They are very reliable and on the cheeper side
194848,They are very reseanable vers others
212710,THEY ARE VERY RESPONSIVE TO PROBLEMS.
231759,they are very thorough and are a great company.
216292,"They are very understanding of policy holders who make mistakes, such as receiving a traffic ticket."
243163,They are wonderful
186553,"They arent bad in pricing, pretty nice people also"
211036,They automatically take out payment with out notifying me of the payment date. I would like a notice at least to let me know the money is coming out and when.
198548,They can be slow in paying claims
206221,They could be a lot better with communication during a claims process.
244791,they cover almost all of the issues that someone could need from one company.
189036,they did not raise  our rates this year
198563,they did the job
198573,they didnt penalizzzze me for my no payment homeowners claims
277128,they do a good job
295099,they do a good job
185971,They do what they say they will do.
217301,they don't overcharge you for anything
191456,they don't support Pit Bulls
277444,They dont work with you on pay out for a total loss
266382,they drop you after two claims
262183,"They gave me a fair and decent payout for my car when it was totaled, didn't hassle me too much, and it only took a month. However, the prices fluctuate a lot and are probably higher than I'd get elsewhere."
230542,THEY GAVE ME A LOWER RATE THAN MANY OTHER COMPANIES AND WAS ABLE TO DO THE WHOLE PROCESS ON LINE.
188103,"they gave me more than my car was actually worth when it was totaled and I was cut a check as soon as they gave me the appraisal. however, they didn't have my car towed until 5 days later, and told me there was nothing they could do about it because the company was someone they contract with."
209779,They gave me the best quote from several insurance companies
279220,They gave provided the lowest rates for the past few years.
220862,They give excellent customer service and are fair.
253565,They had a good rate and their services are also good.
249556,"they had better rates than the other companies, and the process was relatively easy"
221316,they had cheaper rates
241525,"They had competitive rates when i first started with them and thought the rates have risen , they are still not too high. The handling of our claim was easy and done professionally."
273420,"They had substantially better rates than other companies, and their customer service is very good."
249226,They had the best and most complete coverage for my vehicle; even after an accident.
264168,They had the best price and they are easy to deal with
232787,"They had the best rates when I shopped.  Other than that, I have no experience with them."
202563,They handled my claim extremely well.
278975,They handled my claim quickly and efficientlyl
272876,they handled my claim quickly and with very little hassle
192424,They have a good price and good custoner service
198767,They have a good price and have good service.  The agent is very available to my needs.
186217,They have a good product through AARP and I have had no issues in dealing with them over the year's other than the price creeps up each year.
209859,They have a good rating
261690,"They have a good reputation for customer service and paying claims. We have not needed to make a claim yet, so I can't score a 10."
228243,they have a good service and very good price
209939,They have always been a good company but rates starting to be a bit higher than used to.
214466,"They have always been fair in paying our claims, our rates haven't over-increased after a claim, our agent is knowledgeable and friendly, and we are guaranteed not to be dropped as we get older."
198331,They have always been fair to us
251525,they have always been good
202348,they have always been good to me and take the time to answer any guestions i may have
187716,they have always been good to us and have never had any trouble with anything
285135,They have always been helpful and responsive. They have great rates for bundled insurance.
192125,They have always been there when we needed them.
264119,They have always responded quickly when we contact them
272354,They have always treated me fairly.  The pricing is pretty good as well.
194963,They have always treated us with respect and good practice.  The give us the best rates for quality customer care and our insurance needs.
188907,They have amazing prices for their services. I love their quality of services they offer and for that they deserve to be recommended.
275133,they have been a good company for handling my accounts for many years
203360,they have been a responsible insurer for my needs
207416,They have been a solid partner for many years for me.
260988,They have been around for a long time and their prices are competitive.
208077,They have been completely trustworthy and they are exclusive to the military community
269696,"They have been consistently affordable, and good with handling claims."
186170,They have been excellent to deal with
225432,"They have been fair and good to me, I like my local agent that I can contact at any time"
189551,they have been fair to me
215981,they have been fair with me
211951,they have been good
187565,they have been good but ins companies generaly have no loyaty
267854,They have been good so far
225132,they have been good to me
210453,They have been good to me.  Good customer service
190115,"They have been good to us so far, and I have no complaints."
275252,"They have been good to work with on claims, etc."
276795,They have been great for the last 6 years
214461,They have been great to work with - very responsive.
233436,They have been great to work with and I have not had a single complaint about their service or cost.
229698,They have been great to work with. The prices are great and overall very professional.
200834,They have been great!
213552,They have been pretty decent regarding their coverage and price even if they did raise my rate after coming out of the promotional period.
202063,they have been responsive to my needs and are easy to work with
235356,They have been thorough and quick
185820,they have been very easy to work with and have competitive rates.
224431,They have been very good and very accommodating with our special needs.
187621,they have been very good company to deal with
215840,They have been very helpful during the change process from my last company and their process to obtain information was very easy.
259874,They have been very helpful in both resolving my claim and keeping my insurance rates low
215191,They have been very positive and easy to work with.
295442,"They have been very professional and helpful but we have not had a claim, so I don't know how they will respond."
229252,they have been very reliable and know what they are talking about
276124,They have been very responsive and easy to work with. Rate is fair as well.
275756,They have been wonderful to me for the past 16 years
285534,THEY HAVE COMPETITIVE PRICING AND THEIR CUSTOMER SERVICE IS GREAT
209994,"They have competitive rates, and excellent customer service."
247605,"They have competitive rates, customer support has always been good, and they've never caused me problems."
188101,They have consistently been the low cost insurance provider and I get good service from them.
217600,"They have done a good job thus far, but I haven't dealt with them long enough to feel extremely confident in making a recommendation."
260476,They have done a very good job answer any questions I may have. Customer service is excellent
280004,They have done well but I know there are cheaper ones out there and I dont often recommend things to friend unless I am blown away
246707,THEY HAVE EXCELLENT CUSTOMER SERVICE
242012,they have excellent customer service reps regardless of what is happening they are always ablt to help
218618,They have good customer service
243721,They have good customer service
293193,They have good customer service
228894,they have good insurance
189419,They have good loyalty rewards
212828,they have good prices
248986,they have good prices
238509,They have good prices for the people that live in Michigan(we pay the highest prices in the US). Very good customer service
186568,they have good rates
298189,They have good rates
295792,They have good rates and a local agent
189337,They have good rates and good services. The agents are very friendly and informative. They are really there to help you get the best deal for your money and to make sure you are not under-insured.
289736,They have good rates for home and auto.  They handle any claims I have quickly.
195752,"They have good rates. My agent is most helpful. The call center people are helpful; however, an extremely long hold time."
203539,They have good service.
196462,they have good staff and services
196405,They have great customer service and they go above and beyond if something were to happen.
189346,They have great customer service.
297208,They have great prices and so far I haven't had any issues with them
187655,"they have great prices, great serives"
294279,They have great rates and benefits
189288,they have great rates and have never given me any problems
213428,They have great rates and were super easy to work with.
286143,They have great rates for my town home where the HOA covers the exterior and I cover the interior.
193275,they have great rates for people 50 and over. and they joined with AARP. the agent's are well trained and knowledgeble.
285756,they have great service
213067,they have great service representatives
220134,"They have had very competitive prices over the years.  When I shop around for auto rates, Travelers beats their rates by hundreds of dollars and leaves the other companies speechless.  Makes me feel like we have a great deal."
260131,They have handled a recent claim with class and integrity
201946,They have high rates
209397,They have kept rates at a reasonable level. Our agent is very knowledgeable and works with us to get discounts that we are eligible for.  We have had very few claims with them but they always paid the claim in a reasonable amount of time with very little hassle.
189728,They have lots of discounts
290141,they have lowest price
248666,They have made everything simple and straightforward for me and my policies. The price of insurance has been competative.
232184,they have mostly stood by their policy
187516,They have not increased their rates as much as other companies.
267415,They have paid claims promptly and made that process relatively easy to deal with. I knock them down two points because they had trouble explaining recent rate increases.
262147,they have progressively gone up on the homeowners policy each of the last 2 years.
202907,They have provided good coverage at a reasonable price with very good service from the local agent
220234,"They have provided good pricing and service thus far, but I have not been with them very long to provide a better rating."
262684,They have really good rates
187381,they have really good rates and great customer service.
191760,They have reasonable rates
199256,they have served me well
204575,They have served us well in the six years since we switched to them.
249315,They have some of the best quotes
188415,"They have taken care of my Auto, Renters and Life Insurance needs for the past 7 years, with just two or three undesirable issues."
276467,They have taken care of our needs for many years.
205150,they have the best coverage at the lowest rate
201326,They have the best people working for them they actually take the time to listen to your wants and needs
249369,"They have the best prices for me and my family than any other company in town.  Also, they have been good to me and every question/concern answered."
191423,They have the best prices for my insurance needs and many other very useful services and they are a trusted company my family has used for years.
203429,they have the best prices for teenage drivers
193875,they have the best pricing with a lot of coverage
191141,they have the best rate
200563,They have the best rates for the amount of coverage.
187894,They have the lowest rates around.
276777,They have the lowest rates i have found so far.
213361,They have the most competitive rates in my area and I have had no problems with them thus far.
217459,They have treated me and my business very good and helped me get the best coverage for my needs
190293,"They have treated me well, plus the increase wasn't too bad. They are still the best premium as well."
211001,They have very good service and i like all the people that work there.
297322,They haven't raised my rates as much as my previous insurer
193647,They insure people  my age and their rates are considerably lower than all of the other companies I have checked with.
198736,they insure the type of dog that we have
202889,They leave me alone
268160,"They made the whole process easy, ie. purchase, suiting my family needs, making a claim, arranging repair, renting a car during the repair, followup to re-emburse the deducible that I paid, and followup to insure my satisfaction"
285538,"They may be a little more expensive but their additional services are helpful.  Travel services, Foreign currency services to name a few"
296781,They may not want to
208649,"They offer a program that monitors your driving habits by using an onboard electronic device. Based on the results, a discount is applied to the drivers policy up to 15%."
295975,They offer cheaper insurance for teen drivers
205641,"They offer competitive prices, do not raise rates extremely high."
190296,They offer competitive rates.
214468,They offer discounts that expire after 6 months. So essentially you can do nothing wrong and still get an increase on your renewal.
196771,They offer good insurance services
205166,they offer good rates
200311,They offer the best coverage and although their prices are a bit higher it is worth it.
232325,They offer the best coverage and lowest price I have been able to find. It took me a while to find them but once I did they saved me about $500 a year
200916,They offer the same coverage as my prior insurance company did at a MUCH lower cost
212593,They offer vanishing deducable
204440,they offered a comparable rate for insurance and the company is easy to work with
248664,They offered excellent service when I submitted my claim. They also offer good rates and discounts.
200920,they offered the best rates over all other companies i looked at
217334,they okay
232904,they paid for our damages within a week
218128,they pay
199070,"they pay claims no questions asked
I have been with them for over 10 years"
197754,"They provide a wide range of products and services for my auto, home and business needs."
276597,They provide affordable options regarding their premiums.  I can pay my premiums online.  They are easy to work with when I have a question or problem.  They have service providers that come to my location (glass repair or flat tire).
203499,They provide good service
195304,They provide great customer service.
276068,They provide the best rate for coverage.
242083,they provided a great monthly rate and have always been helpful.
266576,They provided complete estimates in a timely fashion with explanations and the price was right
187412,They provided reasonable service during my last claim in January
220406,They respond quickly and efficently and their prices are reasonable
191598,they respond to questions in a timely manner. The rep is very helpful.
280071,they reviewed my rates and helped me reduce my annual premiums.
297509,They reviewed our policy with out me asking and they found me a better rate saving me $60 a month
275401,They saved me about 800.00 on auto insureace
228590,They saved me over $300.00 per year
190683,They saved me twenty dollars a month. When I was with my previous insurer . I had them for only two monthes and the raised our rate for no reason. No tickets or accidents. Then we switched  to state farm. They called me after just two months and told me our rate went down. Never had that happen before.
188940,They see to all your needs.Their friendly and they handle business fast.
241397,they seem competent
247910,They seem to always be there when needed. Their 24 hour roadside assistance comes in handy too
297054,"They seem to be a fairly good value for the cost. I know there's better, but I know there's worse... if a friend were in a similar position as myself with their insurance needs, this is how likely I'd be to recommend them."
211134,They seem to be a good company with competitive pricing
254279,They seem to be competitive and offer discounts for bundling.  We have had to make claims in the past and they have been settled to our satisfaction.
257588,"They seem to have lower rates than other companies I have checked with.  I have received good service from them.  However, I have not been involved with any claims.  You can do a lot of your communication and bill paying on the internet, or on the phone."
185954,They stand behind their business
249050,They suck
295033,They took care of a claim well
197322,They treat me well
272211,they treat u like familey
189367,"They treat us like people, they don't raise our payment 10 dollars every month because of some one else driving"
229926,They treat you respect
210767,They went up on my insurance and I've had no claims.
275467,"They were almost 50% cheaper, and Westfield excluded all roof damage from wind, ice, and rain damage."
224288,they were easy to work with
298071,They were easy to work with and got me a great quote on auto and home insurance.
296789,They were easy to work with for renegotiating my homeowner's insurance and moving my auto insurance.  They are also one of the few companies who will insure older homes in my area.
195610,They were easy to work with. The quote was quick and setting up the new policy only took about 20 minutes.
248762,"They were exceptionally helpful during my insurance enrollment process, and they have the best rates and coverage."
249186,They were extremely fair and easy to work with.
187319,They were fantastic until they started raising rates all the time
268837,They were great during my fender bender
199832,"They were great when I had a flooded basement. Agent and adjuster came out quick, gave us a fair amount to make it like it was before. I was treated well."
280027,"They were helpful, thorough and prompt with my accident claim"
219963,"They were initially very good, but I've not been with them very long - need to establish some more history."
242740,"They were less than Allstate of whom we've been with for 15+ years. They were less than Nationwide, Statefarm, and others for comparable or more coverage."
185882,"They were not flexible with me at a time of financial hardship, and threatened to cancel my policy without a substantial payment and enrollment in automatic draft"
253906,They were prompt when asking for a new quote and saved me money on an annual premium.
203647,They were terribly uncommunicative during claims process.
188639,They were the cheapest after first accident.  They didn't go up much after 2nd accident.  They take care of claims quickly.
201983,"They were the lowest rates we found, and haven't had any issues with them thus far."
275770,They were there for me with my accident.
276507,They were unresponsive and did not answer emails at all or not in a timely manner
219431,They were very easy to work with and were willing to give me quotes on all the various options.
295020,They were very friendly during the shopping around process. They were also very prompt to respond to questions.
234989,They were very good with the claim and nice. I was in a flood so lost cars do to the flooding.
235917,They were very helpful in getting my claim taken care of and providing me with a rental until I found a new car.
205825,"They were very helpful when I was having trouble with my previous auto insurance company. They also offered me a better rate and options on how to lower it, such as a defensive driving course. It was very easy to find the course because they e-mailed a link to it directly to me within 5 minutes."
242122,They were very pleasant and easy to work with when I dealt with them earlier this year when I wanted to switch my auto insurance from State Farm.  I have not had to contact them since that time.
188893,They were very understanding in our recent claim with the Hartford and were willing to take over and insure me. Hartford had dropped me fro the policy because of the accident in November because they thought there was something wrong with me.    The AAA  agent could see from talking to me face to face that there was nothing wrong and the accident was purely an accident and nothing else.
253705,they were with me all the way thru the process and did a great job so I did not have to worry. very pleasant.
190370,they work
292224,they work with me on my payments and take it weekly out of my paycheck
207095,theyhave good rates
284846,they're among the cheapest I've found and provide lots of DMV-type services without that pesky state-building line that's always a mile long.
187263,they're cheap
243219,They're great and glass has a $0 deductible.
203566,They're inexpensive and friendly
273785,They're not the best in customer service.  I've had to call/visit several times to get payment information correct.
197544,They're responsive when you call the office and granted my claim quickly
190189,Theyrethebest
186749,They've always taken good care of me. It's not a 10 because sometimes they are hard to get a hold of and they have been raising my rates recently and not telling me why.
218078,They've been easy to work with.
276671,"They've been exceptional to work with, offering good coverage and competitive rates.  Whenever we've had any questions or issues, they've been a pleasure to work with and have always resolved everything in a timely and pleasing manner."
217755,They've been ok so far.
196144,"They've been pretty good so far, but they keep raising my rates."
248713,They've been the cheapest that I have found. I like that you can pick your own due date and that they have different payment options to choose from. I have also had a wonderful experience every time I have had to call to ask about something.
202858,they've done well for us and i have no complaints.
188925,They've lowered our rate every year so far!
210041,They've treated me fairly and their prices are the best in the marketplace.
263050,Thier rates went sky high
211262,"this company has been easy to deal with, from application through claims process."
220174,This company has been very consistant
255055,This company has consistently offered low rates and handles my claims in a timely manner.
225495,This insurance comes through Costco.  Their prices are very good.  Their customer service is excellent.
253223,"This is my second go around with AAA the first time was 30 years ago and I felt their rates were too high and they were actively red lining areas by zip code. I moved from one city to another in LA County California and I felt it was unfair. So I looked around and found 21st Century and then I changed to Allstatebut since I moved to Arizona in April 2016 I got a AAA quote and decided to leave Allstate. So far I am happy with the rate and happy with the service. So far so good, I need more time to see how they do at renewal time."
189682,This year a larger than normal rate increase.  When I called they informed me that everyone is penalized for the poor drivers who have accidents.  Not fair at all.  My car is 10 years old and I have never filed a claim with them.  Very poor attitude from an insurance company.
203016,"Though I've only needed minimal interaction with them on claims, the experience has always been simple and efficient. Price has always been competitive."
189693,Thus far I am vaery happy with them including their coverage and prices.
255759,Timely responses.  Good customer service
188689,to early to rate new policy
254532,to expensive
191904,to new to me to rate higher or lower
194769,too expensive
220010,too expensive
297642,Too expensive
297808,Too Much money
244287,too new
199155,Too new with them to rank differently.
212451,too soon to know
205393,Too soon to know.  Only just switched.
241425,took great personal care in my claim
244929,Top quality company that offers discounts for AT&T employees like me
278170,Towing and all services
216979,"Travelers has always treated me like more than ""just another customer."" I have had nothing but great experiences with them."
230930,Travelers is an exceptional company to make business with.
209232,Treated me well for the most part
218600,Triple A is very clear and good at their communication. There representatives are respectful and easy to contact in a good and bad situations. Their prices are competitive.
194331,Trouble with car attachment
286169,Trust
278385,trust worthy company
197910,trusted
228921,Trusted company competitive prices
188286,Trustfiul company
295846,Trustworthy
187123,Unable to offer a lower monthly rate
186439,unsure
210510,"USAA is a great company with mostly excellent customer service.  Their auto policy prices cannot be beat.  However, I have had some issues with customer service lately, and their homeowners insurance rates here in FL are ridiculously high."
241675,USAA is a reliable company and great provider.
220069,USAA is a reputable company that is customer-focused.
200017,USAA is an excellent choice for military.  I have only had one instance of poor customer service.  They are responsive and competitive.
187432,USAA is dependable and they are consistently ranked as one of the very top insurance companies.
194938,"Usually best rates, good service."
210881,usually good to work with
204824,value
267937,value
247321,Value at a low price
212975,"Value pricing, ease of dealing with claims"
202396,Variety
275452,Very affordable and easy to process and access claims.
219841,Very attractive premium.
187023,Very caring company that looks out for clients and there families
190716,Very competent agent and very competitive rates.
224442,Very competitive and up frount on all questions
290260,Very competitive premiums.
185657,Very competitive prices and claim handling was effortless
272857,Very competitive rates
243773,Very competitive rates - great customer service - my son works for USAA
187597,"Very competitive rates for both Auto and Home Insurance.  Also, they offer more products such as Banking, Investing, Life Insurance, etc.  The more products you have, the bigger your discount would be."
207011,"Very competitive rates, great coverage."
280068,very consumer friendly and you can talk to REAL people
207020,Very easy and loyal to customers
221575,Very easy to deal with
253987,Very easy to deal with and stills seems to give me the best price.
221698,"Very easy to find the right amount of insurance I needed through their website, very user friendly.  Prices are very competitive."
200480,Very easy to use
186504,"very easy to work with always there if i have a question on the quote or payment, and or questions with the policy"
192873,Very easy to work with. Great website and mobile application. Good prices. Great value for the money.
202657,Very fair rates
248222,very fast claim service.
276480,VERY FAST SERVICE AND ANY REPAIRS NEEDED TO BE DONE  DONE QUICKLY
255371,Very flexible and opportunities to several control premium costs
241588,"Very friendly enviroment, felt safe in trusting there diligence, good price for the product."
186800,very good
187043,very good
188474,very good
190314,very good
186525,very good and cool
248763,very good and cool
248627,very good and interesting
186048,Very good company
188913,Very good company to deal with and price is right
206264,Very good coverage and service
195807,very good coverage but expensive
200349,Very good customer and roadside service
203386,"Very good customer service - people who are willing to take the time to explain things to you, and answer any questions you have during a claims process."
290426,Very good customer service and rates.
277076,Very good customer service/excellent agent.  Very good pricing at the time I was quoted
244885,"very good insurance, no on can beat the price i get"
280190,very good organization
264733,Very good price
207621,Very good rates and extremely good coverage compared to what we had before.
270648,"Very good rates, ok customer service, better than most companies"
201972,Very good service
210252,very good service
281660,very good service
187846,very good service and reasonable prices
196447,very good service for me is the best
242687,"Very Good, always there when I need them"
249184,Very great customer service
204735,Very happy with my shopping experience and their pricing.  Their mobile app is extremely user friendly.
297011,"Very happy with Nationwide, a little pricey though."
289605,"Very Happy with Nationwide, haven't had any issues. Wish it could be cheaper though."
203318,Very happy with price and service overall
278078,Very happy with the prices for both auto and home insurance. Happy with the service they provide
282057,Very happy with the rates and the customer service in obtaining quotes was excellent.
262694,very helpful
261304,very helpful for us. great service.
190722,very helppful and have good rates
199162,"Very informational, explain process fully and are quick to respond."
289634,very involved and available with their customers and seem like they are an honest company
186602,very knowledge helpful
275512,Very low costs. Good representation.
185739,"Very new to Geico ... was with AllState 15 years then sold our home, and car..moved to Las Vegas...leased a house for one year and bought a new car. Originally went with AllState for one month until I could shop around.  Geico was an unknown but came in with the lowest rate....half of what AllState was charging for identical coverage so I went with them.  Have never had an auto claim so claim experience is an unknown...I will deal with that if it happens.  The cost was the primary reason for the rating."
262840,very nice to work with
277299,"Very personable customer service representative, honest quotes, and willing to go the extra mile to find the best available deals."
187503,Very quick and positive response whenever I have a problem of any kind.  Keeps informed about any changes in my situation.  Updates and will downgrade whenever necessary.
185918,"Very reasonable premiums paid, dividends paid out annually and quick claims process"
198247,very reasonable prices
274209,Very reasonable prices.
214772,Very reliable and always makes the claim process easy
194440,Very reliable and had great experience with AAA
230256,"Very responsive agents, can get a hold of them anytime, and they have awesome rates."
282055,"VERY Responsive and there the one or two times you need them.. My husband's car died and they immediately sent a tow.  Everything was covered. Recently, an uninsured motorist hit my car. They took care of EVERYTHING! Previously, we had everything with Armed Forces Insurance. After 10 years of paying premiums on time, we had to file a claim for a roof leak that involved two third parties - our HOA and their Roofer. They were painfully reluctant to step in for months until I filed a complaint with the Department of Insurance."
187823,"very responsive, competitive, rewards you for being a good driver and loyal to them"
276603,very satisfied
191143,"Very Satisfied with Coverage, Rates, and Customer Service."
244198,Very Satisfied with the price and service
210220,very thorough and professional
262900,very trusted
275089,vn bcv b
215548,waiting on renewal documents to see if pricing has increased
218084,WANT TO LOOK AROUND AGAIN NEXT YEAR - NOT SURE OF THE DEAL.
275047,Was satisfied  with the claim process and outcome of the repair
187454,We are happy with our insurance company at this time.
278132,We are happy with the price and the coverage
295224,we are happy with the rates. we have not files a claim so we don't know how good they are to work with in that regard
224015,We are new to this company so not experienced
296677,"We are new with this insurer.  It was quite simple to obtain the coverage, however, they are quite a bit higher than our previous insurer."
187436,we are very satisfied with Farm Bureau
290471,"We compare the rate, but can't find any other company can beat their rate. So at least their price is reasonable."
230846,"We do not discuss or 'RECOMMEND"" things like this in our circle.  We have more important and FUN things to talk about."
220000,We got a really great rate from them on both our car and home insurance.
228941,We have a local office which makes bill paying easy and their rates have been very comparable to other agencies.
199028,We have been with them a long time without any trouble
296936,"We have been with them for a while, and our circumstances have changed."
281738,We have had great customer service with them
275943,We have had no problems with them so far.
231226,We have had no problems with this company.
243305,we have had positive experiences with them for all of our products and services through them
203719,We have never had an issue with them. Also our rates didn't go up when we filed a claim.
189274,We have never had any problems with the company
273378,"We have only been with The Hartford for about a month.  We have not yet developed an opinion. The premium and the benefits were better than our previous insurance provider, so I rated them a 7."
295115,We have only had Safeco since 10/15/2016.  So far the experience has been pleasant
210524,"We haven't had a problem, but we also haven't filed any claims. They raise the rates religiously."
189819,"We haven't had any claims with our current insurer and am not completely knowledgable on first hand experience in that area.  So far, customer service has been good, though."
256837,"We haven't had any problems, but I don't like to recommend any product."
229035,We haven't had it long enough to judge.
249168,"We haven't had them for long, but the switch was easy and the prices reasonable"
295292,We just changed to this policy. We haven't had any questions yet.
223135,We just switched auto-insurers and so I don't have any real experience with Liberty Mutual thus far. Our primary reason for switching was the price difference between State Farm and Liberty Mutual - so the only recommendation I could give thus far is based on cost.
296528,We just switched so I cant comment. We did get lower rates though.
251398,We just switched so we haven't had to deal with them much so it is hard to know if I would recommend it or not
276116,We like the agent and the price is right
224923,we like them
191935,We like them so far
202342,We recently just changed companies last week. So its too new to judge but so far the rate we got compared to what we were paying is about 200 less for 6 months then Geico.
264023,We saved $500 switching to USAA and got the same coverage and more
278976,"We were involved in an auto accident that was not our fault. Because we live in a ""no-fault"" state our insurer handles our claims. Auto Owners was very responsive and has taken care of collision, the car was totaled, and medical expenses."
188020,Web based and very reasonable premiums for the similar policies.
247067,website sucks
250634,Were great to work with when my boyfriend's car was totaled.
205838,We've been with them for over 8 years and have been completely satisfied
208948,We've never had a problem and when we do changes they are quick and offer the best rates around
192905,We've never had any bad experiences
208664,We've only had Liberty Mutual insurance less than 6 months.
187100,When i git into my car accidrnt it was resolved very quickly
197573,"when I had an accident, they handled everything and there was a quick resolution."
188110,When I had the accident they werevery professional in dealing with me.  The claim was completed in a quick and efficent manner.
